time,x,y,z,degree,deltax,deltay,deltaz,resultant,moving,Turning
2.96785E+14,0.7010956,9.087936,4.0390778,-241.26762,-0.021530,0.337387,-0.268005,0.431417,0, 
2.96785E+14,0.8901367,8.666809,4.2065887,-241.37654,0.189041,-0.421127,0.167511,0.491065,0, 
2.96785E+14,0.5814514,8.937195,4.141983,-241.16035,-0.308685,0.270386,-0.064606,0.415414,0, 
2.96785E+14,0.30389404,9.092728,4.0797577,-241.18272,-0.277557,0.155533,-0.062225,0.324192,0, 
2.96785E+14,0.9403839,8.769699,4.1324005,-241.38094,0.636490,-0.323029,0.052643,0.715708,0, 
2.96785E+14,1.0504456,8.941986,4.199402,-241.23889,0.110062,0.172287,0.067001,0.215141,0, 
2.96786E+14,0.7298126,8.678772,4.216156,-240.2696,-0.320633,-0.263214,0.016754,0.415172,0, 
2.96786E+14,0.2871399,9.087936,3.4432678,-240.11205,-0.442673,0.409164,-0.772888,0.980169,0, 
2.96786E+14,0.33259583,8.8701935,3.6705933,-240.77586,0.045456,-0.217743,0.227325,0.318049,0, 
2.96786E+14,0.49771118,8.961121,4.266403,-241.1635,0.165115,0.090927,0.595810,0.624916,0, 
